D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.058
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;32.386
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;8.102
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;7.807
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;17.928
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.028
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.009
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.007
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.009
D:\dev\repository\MT-Miner\data\ac_130k.dat;89.9376;50;81;990;1916;1;0.248
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;23.073
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;15.946
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;19.856
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;18.291
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;16.093
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;16.092
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;8.058
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;8.213
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;16.079
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;8.434
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;16.08
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;17.749
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;15.644
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;8.097
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;8.482
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;7.894
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;7.961
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;7.912
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;2;1;0.006
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;2;1;0.006
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;2;1;0.004
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;2;1;0.006
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;10.532
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;10.515
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;8.393
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;4.289
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;4.125
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;4.359
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;7.038
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;6.88
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;9.174
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;8.854
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;6.549
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;6.313
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;7.337
D:\dev\repository\MT-Miner\data\ac_130k.dat;89.9376;50;81;990;1916;1;87.592
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;7.16
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;5.157
D:\dev\repository\MT-Miner\data\shd\lose1600.dat;10;18;80;1600;212761;1;5.506
D:\dev\repository\MT-Miner\data\shd\dualmatching32.dat;50;0;32;65536;16;2;5.907
D:\dev\repository\MT-Miner\data\ac_130k.dat;89.9376;50;81;990;51;1;0.029
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.006
D:\dev\repository\MT-Miner\data\ac_130k.dat;89.9376;50;81;990;1916;1;0.068
D:\dev\repository\MT-Miner\data\shd/dualmatching32.dat;50;0;32;65536;16;2;5.643
D:\dev\repository\MT-Miner\data\shd/dualmatching32.dat;50;0;32;65536;16;2;5.819
D:\dev\repository\MT-Miner\data\shd/dualmatching32.dat;50;0;32;65536;16;2;5.787
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.013
D:\dev\repository\MT-Miner\data\shd/dualmatching32.dat;50;0;32;65536;16;2;5.969
D:\dev\repository\MT-Miner\data\shd/dualmatching32.dat;50;0;32;65536;16;2;6.002
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;202.621
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.013
D:\dev\repository\MT-Miner\data\shd/dualmatching32.dat;50;0;32;65536;16;2;5.802
D:\dev\repository\MT-Miner\data\ac_130k.dat;89.9376;50;81;990;1916;1;0.068
D:\dev\repository\MT-Miner\data\shd\dualmatching32.dat;50;0;32;65536;16;2;5.642
D:\dev\repository\MT-Miner\data\shd\dualmatching32.dat;50;0;32;65536;16;2;5.784
D:\dev\repository\MT-Miner\data\shd\dualmatching32.dat;50;0;32;65536;15;2;5.701
D:\dev\repository\MT-Miner\data\shd\dualmatching32.dat;50;0;32;65536;16;2;5.885
D:\dev\repository\MT-Miner\data\shd\dualmatching32.dat;50;0;32;65536;15;2;6.179
D:\dev\repository\MT-Miner\data\ac_130k.dat;89.9376;50;81;990;1916;1;0.063
D:\dev\repository\MT-Miner\data\ac_130k.dat;89.9376;50;81;990;1916;1;0.069
D:\dev\repository\MT-Miner\data\shd/dualmatching32.dat;50;0;32;65536;16;2;6.253
D:\dev\repository\MT-Miner\data\shd/dualmatching32.dat;50;0;32;65536;16;2;5.921
D:\dev\repository\MT-Miner\data\shd/dualmatching32.dat;50;0;32;65536;16;2;4.664
D:\dev\repository\MT-Miner\data\shd/dualmatching32.dat;50;0;32;65536;16;2;6.092
D:\dev\repository\MT-Miner\data\shd/dualmatching32.dat;50;0;32;65536;16;2;6.305
D:\dev\repository\MT-Miner\data\shd/dualmatching32.dat;50;0;32;65536;16;2;4.67
D:\dev\repository\MT-Miner\data\ac_130k.dat;89.9376;50;81;990;1916;1;0.066
D:\dev\repository\MT-Miner\data\ac_130k.dat;89.9376;50;81;990;1916;1;0.065
D:\dev\repository\MT-Miner\data\ac_130k.dat;89.9376;50;81;990;1916;1;0.071
D:\dev\repository\MT-Miner\data\ac_130k.dat;89.9376;50;81;990;1916;1;0.071
D:\dev\repository\MT-Miner\data/shd/dualmatching32.dat;50;0;32;65536;16;2;21.862
D:\dev\repository\MT-Miner\data/shd/dualmatching32.dat;50;0;32;65536;16;2;10.694
D:\dev\repository\MT-Miner\data/shd/dualmatching32.dat;50;0;32;65536;16;2;13.461
D:\dev\repository\MT-Miner\data/shd/dualmatching32.dat;50;0;32;65536;16;2;14.466
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;3;3;0.038
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.011
D:\dev\repository\MT-Miner\data/ac_130k.dat;89.9376;50;81;990;1916;1;0.159
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.014
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;0;9999;0.008
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;0;9999;137.11
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;2;3;0.007
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;2;3;0.01
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.011
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.028
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.015
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.065
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;2.545
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.016
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.036
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.043
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.043
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.821
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.062
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.063
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.098
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.047
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.033
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.064
D:\dev\repository\MT-Miner\data\tmp\Hyp1.txt;24.2857;1;10;7;16;4;0.084
D:\dev\repository\MT-Miner\data/shd/dualmatching32.dat;50;0;32;65536;16;2;3.797
D:\dev\repository\MT-Miner\data/shd/dualmatching32.dat;50;0;32;65536;16;2;92.246
D:\dev\repository\MT-Miner\data/shd/dualmatching32.dat;50;0;32;65536;16;2;87.004
D:\dev\repository\MT-Miner\data/shd/dualmatching32.dat;50;0;32;65536;16;2;20.126
D:\dev\repository\MT-Miner\data/shd/dualmatching32.dat;50;0;32;65536;16;2;81.202
D:\dev\repository\MT-Miner\data/shd/dualmatching32.dat;50;0;32;65536;16;2;112.794
D:\dev\repository\MT-Miner\data/shd/dualmatching32.dat;50;0;32;65536;16;2;17.204
D:\dev\repository\MT-Miner\data/shd/dualmatching32.dat;50;0;32;65536;16;2;6.356
D:\dev\repository\MT-Miner\data\tmp\Hyp1.txt;24.2857;1;10;7;16;4;0.033
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.029
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.027
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;27.927
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.009
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.008
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.009
D:\dev\repository\MT-Miner\data\simple.txt;29.1667;0;8;6;6;3;0.009
